Manufacturer,Permit Number,VIN NUMBER,Annual Total of Disengagements,DEC 2022,JAN 2023,FEB 2023,MAR 2023,APR 2023,MAY 2023,JUN 2023,JULY 2023,AUG 2023,SEP 2023,OCT 2023,NOV 2023,ANNUAL TOTAL,,,,,
CRUISE LLC,AVT008,5G21A6P04P4115971,0,108.18,140.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248.42,,,,,
CRUISE LLC,AVT008,5G21A6P04P4117414,0,0.00,0.00,0.00,199.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199.88,,,,,
CRUISE LLC,AVT008,5G21A6P04P4117865,0,1.33,293.61,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294.96,,,,,
CRUISE LLC,AVT008,5G21A6P04P4119583,0,0.00,0.00,0.00,205.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.44,,,,,
CRUISE LLC,AVT008,5G21A6P04P4124301,0,0.00,0.00,0.00,0.00,0.00,216.82,837.80,"1,627.45","1,698.05","1,505.64",760.07,443.69,"7,089.52",,,,,
CRUISE LLC,AVT008,5G21A6P04P4125710,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4127179,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4128610,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4128915,0,0.00,0.00,0.00,495.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495.48,,,,,
CRUISE LLC,AVT008,5G21A6P04P4129997,0,0.00,0.00,288.49,88.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,376.80,,,,,
CRUISE LLC,AVT008,5G21A6P04P4131409,0,0.00,0.00,0.00,255.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.66,,,,,
CRUISE LLC,AVT008,5G21A6P04P4133306,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4134276,0,0.00,0.00,0.00,"1,255.26",208.42,0.00,0.00,0.00,0.00,0.00,621.51,0.00,"2,085.19",,,,,
CRUISE LLC,AVT008,5G21A6P04P4136321,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4159159,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4161087,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P04P4169058,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,,,,,
CRUISE LLC,AVT008,5G21A6P04P4169173,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.39,0.00,79.39,,,,,
CRUISE LLC,AVT008,5G21A6P05L4100003,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05N4121596,0,"2,726.77","2,090.22",980.13,170.68,287.24,"1,097.38",727.94,507.10,399.25,210.22,865.90,0.00,"10,062.83",,,,,
CRUISE LLC,AVT008,5G21A6P05N4121601,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05N4121694,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05N4122098,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05N4122103,0,331.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.29,,,,,
CRUISE LLC,AVT008,5G21A6P05P4100055,0,0.00,685.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,685.25,,,,,
CRUISE LLC,AVT008,5G21A6P05P4100105,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4100119,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4100122,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4102131,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4107944,0,0.00,124.18,710.52,77.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,911.92,,,,,
CRUISE LLC,AVT008,5G21A6P05P4108446,0,321.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,321.40,,,,,
CRUISE LLC,AVT008,5G21A6P05P4110696,0,0.00,291.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,291.90,,,,,
CRUISE LLC,AVT008,5G21A6P05P4110701,0,201.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.06,,,,,
CRUISE LLC,AVT008,5G21A6P05P4110942,0,0.00,49.22,277.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,326.59,,,,,
CRUISE LLC,AVT008,5G21A6P05P4112805,0,0.00,52.82,270.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.02,,,,,
CRUISE LLC,AVT008,5G21A6P05P4114246,0,0.00,0.00,216.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.84,,,,,
CRUISE LLC,AVT008,5G21A6P05P4114537,0,0.00,0.00,0.00,0.00,5.84,0.00,"1,281.48","1,534.70","1,765.35",849.81,868.31,837.70,"7,143.19",,,,,
CRUISE LLC,AVT008,5G21A6P05P4115686,0,0.00,0.00,415.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,415.43,,,,,
CRUISE LLC,AVT008,5G21A6P05P4115977,0,0.00,0.00,726.15,126.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,853.13,,,,,
CRUISE LLC,AVT008,5G21A6P05P4116286,0,0.00,0.00,252.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.95,,,,,
CRUISE LLC,AVT008,5G21A6P05P4117048,0,0.00,0.00,356.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,356.41,,,,,
CRUISE LLC,AVT008,5G21A6P05P4117051,0,0.00,0.00,262.94,0.00,0.00,0.00,14.25,0.00,0.00,0.00,0.00,0.00,277.19,,,,,
CRUISE LLC,AVT008,5G21A6P05P4122590,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4122864,0,0.00,0.00,0.00,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.59,,,,,
CRUISE LLC,AVT008,5G21A6P05P4123190,0,0.00,0.00,200.09,79.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,279.43,,,,,
CRUISE LLC,AVT008,5G21A6P05P4125165,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4126929,0,0.00,0.00,0.00,47.15,196.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244.07,,,,,
CRUISE LLC,AVT008,5G21A6P05P4127174,0,0.00,0.00,0.00,0.00,0.00,229.71,0.00,0.00,0.00,0.00,0.00,0.00,229.71,,,,,
CRUISE LLC,AVT008,5G21A6P05P4127398,0,0.00,0.00,0.00,0.00,242.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,242.84,,,,,
CRUISE LLC,AVT008,5G21A6P05P4130236,0,0.00,0.00,0.00,54.12,248.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302.24,,,,,
CRUISE LLC,AVT008,5G21A6P05P4133024,0,0.00,0.00,0.00,0.00,189.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.56,,,,,
CRUISE LLC,AVT008,5G21A6P05P4134528,0,0.00,0.00,0.00,216.33,0.00,0.00,0.00,0.00,64.55,0.00,0.00,0.00,280.88,,,,,
CRUISE LLC,AVT008,5G21A6P05P4137574,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4137848,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4144038,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4147103,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4154164,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4157369,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.12,8.12,,,,,
CRUISE LLC,AVT008,5G21A6P05P4159154,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P05P4159672,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.80,54.80,,,,,
CRUISE LLC,AVT008,5G21A6P06L4100057,0,45.14,"1,855.77",277.68,"1,240.67","1,025.45",721.09,996.29,987.91,"1,741.00","1,409.55","2,277.31",239.14,"12,817.00",,,,,
CRUISE LLC,AVT008,5G21A6P06L4100074,0,741.79,34.97,0.00,33.05,0.00,576.30,"1,609.42","1,391.72",928.65,874.72,394.23,673.95,"7,258.80",,,,,
CRUISE LLC,AVT008,5G21A6P06L4100124,0,489.59,0.00,0.00,0.00,203.11,0.00,785.63,255.98,128.90,0.00,0.00,0.00,"1,863.21",,,,,
CRUISE LLC,AVT008,5G21A6P06N4121624,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248.23,0.00,248.23,,,,,
CRUISE LLC,AVT008,5G21A6P06N4121638,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06N4121641,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06N4121655,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06N4121672,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06N4121686,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06N4122109,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,476.47,0.00,476.47,,,,,
CRUISE LLC,AVT008,5G21A6P06P4100064,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4100100,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4101683,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4103059,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4103062,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4104681,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4105359,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4105362,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4106107,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4106897,0,42.78,190.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232.92,,,,,
CRUISE LLC,AVT008,5G21A6P06P4107936,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4112196,0,266.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266.66,,,,,
CRUISE LLC,AVT008,5G21A6P06P4112201,0,0.00,323.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,323.47,,,,,
CRUISE LLC,AVT008,5G21A6P06P4112487,0,0.00,293.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.19,,,,,
CRUISE LLC,AVT008,5G21A6P06P4112490,0,18.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.71,,,,,
CRUISE LLC,AVT008,5G21A6P06P4114241,0,0.00,0.00,661.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,661.35,,,,,
CRUISE LLC,AVT008,5G21A6P06P4114532,0,218.82,19.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.84,,,,,
CRUISE LLC,AVT008,5G21A6P06P4115972,0,0.00,0.00,207.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.16,,,,,
CRUISE LLC,AVT008,5G21A6P06P4117415,0,0.00,0.00,383.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.34,,,,,
CRUISE LLC,AVT008,5G21A6P06P4117866,0,0.00,0.00,475.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,475.41,,,,,
CRUISE LLC,AVT008,5G21A6P06P4119584,0,0.00,0.00,0.00,0.00,231.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231.43,,,,,
CRUISE LLC,AVT008,5G21A6P06P4119911,0,0.00,0.00,0.00,0.00,173.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.01,,,,,
CRUISE LLC,AVT008,5G21A6P06P4125160,0,0.00,0.00,0.00,203.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203.77,,,,,
CRUISE LLC,AVT008,5G21A6P06P4125711,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4128611,0,0.00,0.00,0.00,215.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.03,,,,,
CRUISE LLC,AVT008,5G21A6P06P4128916,0,0.00,0.00,227.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,227.10,,,,,
CRUISE LLC,AVT008,5G21A6P06P4129998,0,0.00,0.00,0.00,0.00,107.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.09,,,,,
CRUISE LLC,AVT008,5G21A6P06P4133307,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.33,0.00,84.33,,,,,
CRUISE LLC,AVT008,5G21A6P06P4136028,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,719.63,0.00,719.63,,,,,
CRUISE LLC,AVT008,5G21A6P06P4139611,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4140936,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.35,0.00,457.35,,,,,
CRUISE LLC,AVT008,5G21A6P06P4143576,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.74,0.00,50.74,,,,,
CRUISE LLC,AVT008,5G21A6P06P4145120,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4152357,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.04,18.04,,,,,
CRUISE LLC,AVT008,5G21A6P06P4161088,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.66,61.66,,,,,
CRUISE LLC,AVT008,5G21A6P06P4161365,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P06P4178571,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07L4100004,0,996.73,941.11,595.84,"1,562.76",406.45,"1,286.25","1,429.78",756.79,0.00,24.50,"1,038.85",590.83,"9,629.89",,,,,
CRUISE LLC,AVT008,5G21A6P07L4100049,0,522.35,347.44,0.00,325.05,"1,588.42",762.80,"1,273.83","1,168.85","1,587.56","1,292.70","1,574.30",985.01,"11,428.31",,,,,
CRUISE LLC,AVT008,5G21A6P07L4100083,0,850.08,"1,676.00","1,304.30",879.45,15.19,0.00,0.00,0.00,0.00,1.90,"1,222.30",209.16,"6,158.38",,,,,
CRUISE LLC,AVT008,5G21A6P07N4118876,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,,,,,
CRUISE LLC,AVT008,5G21A6P07N4121597,0,480.97,"1,429.36","1,486.20",117.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,514.48",,,,,
CRUISE LLC,AVT008,5G21A6P07N4121602,0,"2,339.37","2,366.76",0.00,63.48,222.61,"1,136.84",413.47,413.36,727.77,915.19,392.83,0.00,"8,991.68",,,,,
CRUISE LLC,AVT008,5G21A6P07N4121616,0,"1,089.79","1,224.85",4.27,514.53,380.04,"1,957.98","1,892.42","1,450.80",902.85,920.75,"1,134.11",600.01,"12,072.40",,,,,
CRUISE LLC,AVT008,5G21A6P07N4121664,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07N4122099,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4100056,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4100123,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4102129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4102132,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4103507,0,0.00,13.43,131.60,107.59,0.00,0.00,0.00,0.00,0.00,0.00,697.94,0.00,950.56,,,,,
CRUISE LLC,AVT008,5G21A6P07P4104673,0,0.00,0.00,0.00,0.00,0.00,17.29,0.00,0.00,0.00,0.00,0.00,0.00,17.29,,,,,
CRUISE LLC,AVT008,5G21A6P07P4106892,0,257.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,257.15,,,,,
CRUISE LLC,AVT008,5G21A6P07P4107945,0,0.61,0.00,0.00,0.00,0.00,377.49,0.00,0.00,0.00,0.00,0.00,0.00,378.10,,,,,
CRUISE LLC,AVT008,5G21A6P07P4108447,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4108450,0,200.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.64,,,,,
CRUISE LLC,AVT008,5G21A6P07P4109677,0,245.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.29,,,,,
CRUISE LLC,AVT008,5G21A6P07P4109680,0,526.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,526.76,,,,,
CRUISE LLC,AVT008,5G21A6P07P4110697,0,0.00,254.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.39,,,,,
CRUISE LLC,AVT008,5G21A6P07P4110702,0,0.00,353.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,353.54,,,,,
CRUISE LLC,AVT008,5G21A6P07P4110943,0,152.51,278.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,431.20,,,,,
CRUISE LLC,AVT008,5G21A6P07P4112806,0,61.99,498.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.83,,,,,
CRUISE LLC,AVT008,5G21A6P07P4114247,0,0.00,305.32,414.65,31.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,751.76,,,,,
CRUISE LLC,AVT008,5G21A6P07P4115687,0,0.00,0.00,249.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249.99,,,,,
CRUISE LLC,AVT008,5G21A6P07P4115690,0,0.00,0.00,350.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.27,,,,,
CRUISE LLC,AVT008,5G21A6P07P4116287,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4116290,0,0.00,0.00,292.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,292.59,,,,,
CRUISE LLC,AVT008,5G21A6P07P4117049,0,0.00,226.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.89,,,,,
CRUISE LLC,AVT008,5G21A6P07P4117410,0,0.00,63.04,178.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241.35,,,,,
CRUISE LLC,AVT008,5G21A6P07P4122591,0,0.00,0.00,0.00,10.34,35.65,387.29,887.91,"1,397.04","1,068.38","1,542.35","2,093.91",738.98,"8,161.85",,,,,
CRUISE LLC,AVT008,5G21A6P07P4122865,0,0.00,0.00,0.00,292.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,292.82,,,,,
CRUISE LLC,AVT008,5G21A6P07P4123188,0,0.00,0.00,0.00,0.00,287.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287.29,,,,,
CRUISE LLC,AVT008,5G21A6P07P4125457,0,0.00,0.00,360.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.37,,,,,
CRUISE LLC,AVT008,5G21A6P07P4127175,0,0.00,0.00,391.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,391.62,,,,,
CRUISE LLC,AVT008,5G21A6P07P4127399,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4133025,0,0.00,0.00,0.00,0.00,0.00,298.82,67.51,"1,290.04","1,569.11","1,533.74","1,678.97",980.15,"7,418.34",,,,,
CRUISE LLC,AVT008,5G21A6P07P4133302,0,0.00,0.00,0.00,0.00,0.00,707.60,0.00,0.00,0.00,0.00,0.00,0.00,707.60,,,,,
CRUISE LLC,AVT008,5G21A6P07P4144039,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P07P4156417,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.43,52.43,,,,,
CRUISE LLC,AVT008,5G21A6P07P4167756,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,286.31,0.00,286.31,,,,,
CRUISE LLC,AVT008,5G21A6P07P4180412,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P08L4100044,0,791.02,325.22,6.16,0.00,183.13,594.26,601.62,556.13,497.87,266.15,45.44,707.36,"4,574.36",,,,,
CRUISE LLC,AVT008,5G21A6P08L4100075,0,228.74,0.00,0.00,76.63,882.02,"1,549.93","1,155.35",917.73,855.56,960.47,"1,328.33",329.84,"8,284.60",,,,,
CRUISE LLC,AVT008,5G21A6P08L4100125,0,"1,264.68","1,159.88","1,253.28","1,162.20",208.78,898.40,"1,621.86",891.40,521.69,822.03,665.74,275.81,"10,745.75",,,,,
CRUISE LLC,AVT008,5G21A6P08L4100142,0,"1,023.29","1,092.70",809.20,225.69,626.57,"1,978.43","1,330.02",891.82,150.21,0.00,0.00,12.61,"8,140.54",,,,,
CRUISE LLC,AVT008,5G21A6P08L4100187,0,"1,173.67",963.16,"1,199.62","1,653.52","1,650.34","1,248.39","1,212.90",967.69,476.69,"1,476.33","1,327.78",379.84,"13,729.93",,,,,
CRUISE LLC,AVT008,5G21A6P08N4121608,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P08N4121625,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P08N4121642,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
CRUISE LLC,AVT008,5G21A6P08N4121656,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
